timestamp, x, y, z, bat
2020-05-04 04:48:41:426, -21, 228, 70, 3.70
2020-05-04 04:48:41:465, -21, 229, 69, 3.69
2020-05-04 04:48:41:505, -19, 230, 71, 3.69
2020-05-04 04:48:41:545, -21, 232, 71, 3.71
2020-05-04 04:48:41:584, -19, 229, 73, 3.68
2020-05-04 04:48:41:624, -20, 230, 76, 3.68
2020-05-04 04:48:41:664, -24, 224, 73, 3.68
2020-05-04 04:48:41:704, -24, 226, 72, 3.71
2020-05-04 04:48:41:743, -25, 230, 71, 3.69
2020-05-04 04:48:41:783, -22, 229, 70, 3.70
2020-05-04 04:48:41:823, -18, 228, 71, 3.69
2020-05-04 04:48:41:863, -20, 228, 70, 3.69
2020-05-04 04:48:41:902, -19, 227, 68, 3.70
2020-05-04 04:48:41:942, -17, 229, 69, 3.69
2020-05-04 04:48:41:982, -22, 227, 70, 3.70
2020-05-04 04:48:42:021, -23, 231, 74, 3.70
2020-05-04 04:48:42:061, -25, 228, 71, 3.71
2020-05-04 04:48:42:101, -27, 231, 69, 3.69
2020-05-04 04:48:42:141, -24, 229, 69, 3.69
2020-05-04 04:48:42:180, -21, 228, 72, 3.69
2020-05-04 04:48:42:220, -20, 225, 74, 3.71
2020-05-04 04:48:42:260, -23, 227, 72, 3.68
2020-05-04 04:48:42:300, -21, 230, 72, 3.70
2020-05-04 04:48:42:339, -19, 232, 72, 3.70
2020-05-04 04:48:42:379, -23, 230, 69, 3.69
2020-05-04 04:48:42:419, -22, 227, 70, 3.71
2020-05-04 04:48:42:458, -24, 227, 69, 3.70
2020-05-04 04:48:42:498, -24, 229, 70, 3.68
2020-05-04 04:48:42:538, -23, 229, 69, 3.70
2020-05-04 04:48:42:577, -24, 231, 69, 3.69
2020-05-04 04:48:42:617, -26, 230, 68, 3.69
2020-05-04 04:48:42:657, -23, 230, 71, 3.69
2020-05-04 04:48:42:696, -22, 227, 71, 3.70
2020-05-04 04:48:42:736, -20, 230, 73, 3.69
2020-05-04 04:48:42:776, -22, 231, 70, 3.71
2020-05-04 04:48:42:815, -23, 228, 68, 3.69
2020-05-04 04:48:42:855, -24, 227, 68, 3.70
2020-05-04 04:48:42:894, -22, 228, 70, 3.69
2020-05-04 04:48:42:934, -22, 228, 71, 3.69
2020-05-04 04:48:42:973, -24, 226, 71, 3.69
2020-05-04 04:48:43:013, -24, 229, 73, 3.70
2020-05-04 04:48:43:052, -24, 230, 70, 3.70
2020-05-04 04:48:43:092, -22, 229, 68, 3.70
2020-05-04 04:48:43:132, -23, 230, 70, 3.70
2020-05-04 04:48:43:172, -22, 228, 70, 3.70
2020-05-04 04:48:43:211, -22, 228, 69, 3.70
2020-05-04 04:48:43:251, -24, 229, 71, 3.69
2020-05-04 04:48:43:291, -24, 229, 71, 3.70
2020-05-04 04:48:43:330, -21, 230, 70, 3.70
2020-05-04 04:48:43:370, -23, 229, 72, 3.70
2020-05-04 04:48:43:410, -23, 226, 72, 3.70
2020-05-04 04:48:43:450, -24, 228, 72, 3.70
2020-05-04 04:48:43:489, -25, 225, 74, 3.70
2020-05-04 04:48:43:529, -23, 229, 72, 3.71
2020-05-04 04:48:43:569, -20, 230, 69, 3.71
2020-05-04 04:48:43:609, -19, 229, 69, 3.68
2020-05-04 04:48:43:648, -20, 230, 70, 3.70
2020-05-04 04:48:43:688, -20, 228, 70, 3.71
2020-05-04 04:48:43:728, -21, 228, 68, 3.71
2020-05-04 04:48:43:767, -22, 226, 69, 3.70
2020-05-04 04:48:43:807, -21, 226, 69, 3.71
2020-05-04 04:48:43:847, -24, 227, 69, 3.71
2020-05-04 04:48:43:887, -24, 228, 70, 3.69
2020-05-04 04:48:43:926, -23, 227, 69, 3.69
2020-05-04 04:48:43:966, -23, 228, 71, 3.68
2020-05-04 04:48:44:006, -23, 228, 73, 3.69
2020-05-04 04:48:44:046, -23, 227, 71, 3.70
2020-05-04 04:48:44:085, -20, 228, 71, 3.71
2020-05-04 04:48:44:125, -19, 233, 72, 3.70
2020-05-04 04:48:44:165, -19, 231, 73, 3.68
